add-yield-s,4,10000,80000,33134000,414,0
add-yield-s,8,1,16,230000,14375,0
add-yield-s,8,10,160,10781000,67381,0
add-yield-s,8,20,320,293000,915,0
add-yield-s,8,40,640,10585000,16539,0
add-yield-s,8,60,960,623000,648,0
add-yield-s,8,80,1280,10897000,8513,0
add-yield-s,8,100,1600,873000,545,0
add-yield-s,8,1000,16000,24593000,1537,0
add-yield-s,8,10000,160000,232152000,1450,0
add-yield-s,12,1,24,315000,13125,0
add-yield-s,12,10,240,1777650000,7406875,0
add-yield-s,12,20,480,3384049000,7050102,0
